Trade ID,Raw Confidence,Calibrated P(win),Confluence Score,Confluence Possible,Trend Score,Momentum Score,Options Score,Structure Score,Agent Agreement,EV (R),EV Score,Friction Penalty,Structure Gate,Missing Data,Final Decision
SNAP_20260601_120101_3950,47.5,0.55,47.5,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260601_120201_8582,45.0,0.55,45.0,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260601_120401_3259,42.0,0.55,42.0,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260601_125301_3226,38.0,0.55,38.0,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_095401_4224,39.4,0.55,39.4,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_095701_2212,43.6,0.55,43.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_100600_8603,43.0,0.55,43.0,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_113201_4996,45.1,0.55,45.1,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_114101_9970,59.6,0.55,59.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_115201_2667,53.0,0.55,53.0,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_120001_6234,39.1,0.55,39.1,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_120101_1431,53.9,0.55,53.9,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_120501_5442,35.8,0.55,35.8,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_120602_0841,51.0,0.55,51.0,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_120701_1541,55.1,0.55,55.1,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_121401_5683,35.7,0.55,35.7,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_121502_0081,37.2,0.55,37.2,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_122902_0110,39.6,0.55,39.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_123101_3321,46.1,0.55,46.1,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_123401_7153,58.3,0.55,58.3,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_123701_3142,65.0,0.55,65.0,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_123801_3199,58.2,0.55,58.2,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_124501_4832,64.9,0.55,64.9,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_124601_3163,72.0,0.64,72.0,100.0,0,0,0,0,0.0,0.7892,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_124701_6905,67.7,0.55,67.7,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_124800_8209,69.6,0.55,69.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_125301_2306,55.5,0.55,55.5,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_125701_0998,56.5,0.55,56.5,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260602_133701_2730,41.5,0.55,41.5,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260602_135302_0742,43.0,0.55,43.0,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260603_115701_6909,48.3,0.55,48.3,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260603_115800_6940,53.0,0.55,53.0,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260603_120000_9612,53.8,0.55,53.8,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260603_120201_0338,51.4,0.55,51.4,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260603_120301_6394,54.4,0.55,54.4,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260603_120401_1258,57.6,0.55,57.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260603_120501_4219,54.1,0.55,54.1,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260603_123001_2795,53.1,0.55,53.1,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260603_123101_1535,52.7,0.55,52.7,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260603_123201_1777,50.6,0.55,50.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260603_140404_2056,37.3,0.55,37.3,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260603_140602_7980,40.6,0.55,40.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260604_114301_4931,50.2,0.55,50.2,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260604_123401_4618,44.3,0.55,44.3,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260604_125801_2411,47.3,0.55,47.3,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260604_125900_8492,53.1,0.55,53.1,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260604_130101_3970,53.6,0.55,53.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260604_130401_2506,56.4,0.55,56.4,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260605_105100_4279,42.2,0.55,42.2,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260617_104301_1599,47.6,0.55,47.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260617_105601_2421,39.9,0.55,39.9,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260617_120200_9885,66.0,0.52,66.0,100.0,0,0,0,0,0.0,0.4299,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260618_103900_2614,66.0,0.52,66.0,100.0,0,0,0,0,0.0,0.4297,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260618_113900_1590,74.8,0.68,74.8,100.0,0,0,0,0,0.0,0.9092,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260618_120059_5057,51.6,0.55,51.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260618_120859_5741,59.1,0.52,59.1,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260618_122900_0798,39.6,0.55,39.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260618_123459_9882,53.9,0.52,53.9,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260618_124059_9645,79.0,0.68,79.0,100.0,0,0,0,0,0.0,0.9098,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260618_133300_1843,48.9,0.55,48.9,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260618_140500_0630,32.2,0.52,32.2,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260618_141002_0009,40.9,0.52,40.9,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260618_141503_7544,49.8,0.52,49.8,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260618_142100_3546,85.7,0.78,85.7,100.0,0,0,0,0,0.0,1.2097,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260618_150359_5628,60.9,0.52,60.9,100.0,0,0,0,0,0.0,0.4298,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260619_103501_4847,60.5,0.52,60.5,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260619_110502_0394,76.4,0.68,76.4,100.0,0,0,0,0,0.0,0.9098,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260619_150301_4050,69.9,0.52,69.9,100.0,0,0,0,0,0.0,0.4297,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260622_105900_7538,47.6,0.55,47.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260622_114800_5507,58.9,0.52,58.9,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260622_115600_4180,66.1,0.52,66.1,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260622_120501_3565,47.2,0.52,47.2,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260622_121101_2732,60.1,0.52,60.1,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260622_121700_5705,52.8,0.52,52.8,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260622_122901_2769,37.0,0.52,37.0,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260623_093901_7034,80.4,0.78,80.4,100.0,0,0,0,0,0.0,1.2098,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260623_130101_3282,63.9,0.52,63.9,100.0,0,0,0,0,0.0,0.4298,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260623_135101_8151,70.9,0.68,70.9,100.0,0,0,0,0,0.0,0.9099,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260623_141701_3913,52.6,0.52,52.6,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260623_142801_0964,37.1,0.55,37.1,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260624_102431_2323,47.3,0.52,47.3,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260624_104230_7247,39.9,0.52,39.9,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260624_110201_5382,49.5,0.55,49.5,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260624_111001_2022,81.3,0.78,81.3,100.0,0,0,0,0,0.0,1.2098,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260624_111502_2289,77.0,0.68,77.0,100.0,0,0,0,0,0.0,0.9098,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260629_094131_4769,63.5,0.52,63.5,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260629_105131_5580,51.6,0.55,51.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260629_105732_3226,85.4,0.78,85.4,100.0,0,0,0,0,0.0,1.2098,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260629_113501_5356,76.5,0.68,76.5,100.0,0,0,0,0,0.0,0.9097,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260629_121901_5203,42.7,0.52,42.7,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260629_122401_7390,47.2,0.52,47.2,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260629_122901_8449,47.3,0.52,47.3,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260629_123432_7205,78.1,0.68,78.1,100.0,0,0,0,0,0.0,0.9098,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260629_130931_6028,48.1,0.55,48.1,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260629_134931_8723,50.1,0.55,50.1,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260630_093701_2066,65.0,0.52,65.0,100.0,0,0,0,0,0.0,0.4298,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260630_111301_6847,73.9,0.68,73.9,100.0,0,0,0,0,0.0,0.9098,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260630_112401_0322,41.5,0.52,41.5,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260630_113131_9986,38.5,0.52,38.5,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260630_113601_4976,37.6,0.52,37.6,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260630_124700_7869,58.9,0.52,58.9,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260630_140233_3212,47.6,0.55,47.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260630_141004_9675,70.7,0.68,70.7,100.0,0,0,0,0,0.0,0.9098,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260630_142131_5710,37.2,0.52,37.2,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260630_142531_1185,55.5,0.52,55.5,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260701_093931_7784,64.3,0.52,64.3,100.0,0,0,0,0,0.0,0.4298,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260701_111432_1462,41.9,0.55,41.9,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260701_122931_1338,38.6,0.55,38.6,100.0,0,0,0,0,0.0,0.5192,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260702_092844_4358,62.1,0.52,62.1,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260702_093600_9646,54.5,0.52,54.5,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260702_094131_3367,61.7,0.52,61.7,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260702_101432_5086,60.2,0.52,60.2,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260702_102001_0371,66.8,0.52,66.8,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260702_115632_0941,57.4,0.52,57.4,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260702_120331_7790,62.9,0.52,62.9,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260702_121801_3442,63.0,0.52,63.0,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260702_122401_4806,46.9,0.52,46.9,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFIDENCE)
SNAP_20260702_123001_3918,58.7,0.52,58.7,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
SNAP_20260702_123931_7947,57.9,0.52,57.9,100.0,0,0,0,0,0.0,0.4292,0.0,0.0,PASS,"Friction (Tick Data), Exit",Rejected (LOW_CONFLUENCE)
